799,"Odontologia (Dentística Restauradora) [Araraquara]"
800,"Letras (Lingüística e Língua Portuguesa) [Araraquara]"
801,"Odontologia (Odontopediatria) [Araraquara]"
802,"Ciências Biológicas (Zoologia) [Botucatu]"
803,"Letras [Sjrp]"
804,"Letras (Estudos Literários) [Araraquara]"
805,"Sociologia [Araraquara]"
806,"História [Assis]"
807,"Letras [Assis]"
808,"Agronomia (Energia na Agricultura) [Botucatu]"
809,"Medicina Veterinária [Botucatu]"
810,"Ciências Biológicas (Genética) [Sjrp]"
811,"Ciências Biológicas (Anatomia) [Botucatu]"
812,"Ciências Biológicas (Botânica) [Botucatu]"
813,"Ciências Biológicas (Genética) [Botucatu]"
814,"Engenharia Mecânica [Guaratinguetá]"
815,"Agronomia (Genética e Melhoramento de Plantas) [Jaboticabal]"
816,"Zootecnia (Melhoramento Genético Animal) [Jaboticabal]"
817,"Educação Matemática [Rio Claro]"
818,"Agronomia (Proteção de Plantas) [Botucatu]"
819,"Geociências (Geociências e Meio Ambiente) [Rio Claro]"
820,"Agronomia (Entomologia Agrícola) [Jaboticabal]"
821,"Agronomia (Irrigação e Drenagem) [Botucatu]"
822,"Agronomia (Agricultura) [Botucatu]"
823,"Educação [Marília]"
824,"Ciências Biológicas (Microbiologia Aplicada) [Rio Claro]"
825,"Odontologia (Prótese Buco-Maxilo Facial) [S.J.Campos]"
826,"Ciências Biológicas (Biologia Celular e Molecular) [Rio Claro]"
827,"Ciências Matemática [Sjrp]"
828,"Zootecnia (Nutrição e Produção Animal) [Botucatu]"
829,"Aquicultura [Jaboticabal]"
830,"Agronomia (Produção e Tecnologia de Sementes) [Jaboticabal]"
831,"Física [Guararatinguetá]"
832,"Medicina Veterinária (Patologia Animal) [Jaboticabal]"
833,"Alimentos e Nutrição [Araraquara]"
834,"Patologia [Botucatu]"
835,"Medicina Veterinária (Medicina Veterinária Preventiva) [Jaboticabal]"
836,"Odontologia (Ortodontia) [Araraquara]"
837,"Odontologia (Periodontia) [Araraquara]"
838,"Odontologia (Endodontia) [Araraquara]"
839,"Ciências da Motricidade [Rio Claro]"
840,"Artes"
841,"Doenças Tropicais [Botucatu]"
842,"Engenharia Elétrica [Ilha Solteira]"
843,"Serviço Social [Franca]"
844,"Biofísica Molecular [Sjrp]"
845,"Cirurgia Veterinária [Jaboticabal]"
846,"Odontologia (Odontologia Restauradora) [S.J.Campos]"
847,"Química [Araraquara]"
848,"Odontologia (Odontologia Preventiva e Social) [Araçatuba]"
849,"Educação"
850,"Educação (Psicologia da Educação)"
851,"Educação (Currículo)"
852,"Educação Matemática"
