550,"Tocantínia","TO"
551,"Barra do Ouro","TO"
552,"Campos Lindos","TO"
553,"Centenário","TO"
554,"Goiatins","TO"
555,"Cartucho","TO"
556,"Craolândia","TO"
557,"Itacajá","TO"
558,"Itapiratins","TO"
559,"Lagoa do Tocantins","TO"
560,"Lizarda","TO"
561,"Mateiros","TO"
562,"Novo Acordo","TO"
563,"Ponte Alta do Tocantins","TO"
564,"Recursolândia","TO"
565,"Rio Sono","TO"
566,"Santa Tereza do Tocantins","TO"
567,"São Félix do Tocantins","TO"
568,"Almas","TO"
569,"Arraias","TO"
570,"Cana Brava","TO"
571,"Aurora do Tocantins","TO"
572,"Chapada da Natividade","TO"
573,"Combinado","TO"
574,"Conceição do Tocantins","TO"
575,"Dianópolis","TO"
576,"Lavandeira","TO"
577,"Natividade","TO"
578,"Príncipe","TO"
579,"Novo Alegre","TO"
580,"Novo Jardim","TO"
581,"Paranã","TO"
582,"Pindorama do Tocantins","TO"
583,"Ponte Alta do Bom Jesus","TO"
584,"Porto Alegre do Tocantins","TO"
585,"Rio da Conceição","TO"
586,"Santa Rosa do Tocantins","TO"
587,"Cangas","TO"
588,"Morro de São João","TO"
589,"São Valério da Natividade","TO"
590,"Taguatinga","TO"
591,"Taipas do Tocantins","TO"
592,"Alcântara","MA"
593,"São João de Cortes","MA"
594,"Apicum-Açu","MA"
595,"Bacuri","MA"
596,"Bacurituba","MA"
597,"Bequimão","MA"
598,"Cajapió","MA"
599,"Cedral","MA"
600,"Central do Maranhão","MA"
601,"Cururupu","MA"
602,"Guimarães","MA"
603,"Mirinzal","MA"
604,"Porto Rico do Maranhão","MA"
605,"Serrano do Maranhão","MA"
606,"Paço do Lumiar","MA"
607,"Raposa","MA"
608,"São José de Ribamar","MA"
609,"Mata","MA"
610,"São Luís","MA"
611,"Axixá","MA"
612,"Bacabeira","MA"
613,"Cachoeira Grande","MA"
614,"Icatu","MA"
615,"Itapera","MA"
616,"Morros","MA"
617,"Presidente Juscelino","MA"
618,"Rosário","MA"
619,"Santa Rita","MA"
620,"Barreirinhas","MA"
621,"Humberto de Campos","MA"
622,"Paulino Neves","MA"
623,"Primeira Cruz","MA"
624,"Santo Amaro do Maranhão","MA"
625,"Tutóia","MA"
626,"Barro Duro","MA"
627,"Anajatuba","MA"
628,"Porto das Gabarras","MA"
629,"Arari","MA"
630,"Bonfim do Arari","MA"
631,"Bela Vista do Maranhão","MA"
632,"Cajari","MA"
633,"Boa Vista do Pindaré","MA"
634,"Conceição do Lago-Açu","MA"
635,"Igarapé do Meio","MA"
636,"Matinha","MA"
637,"Monção","MA"
638,"Olinda Nova do Maranhão","MA"
